patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count,total_images_processed,total_regions
12,2,2,0.4,0.4,0.6,0.6,1142.0,1300,1300
7,1,2,0.4,0.2,0.6,0.4,1121.0,1300,1300
11,2,1,0.2,0.4,0.4,0.6,1096.0,1300,1300
6,1,1,0.2,0.2,0.4,0.4,1081.0,1300,1300
13,2,3,0.6,0.4,0.8,0.6,1073.0,1300,1300
8,1,3,0.6,0.2,0.8,0.4,1053.0,1300,1300
17,3,2,0.4,0.6,0.6,0.8,1038.0,1300,1300
16,3,1,0.2,0.6,0.4,0.8,997.0,1300,1300
18,3,3,0.6,0.6,0.8,0.8,979.0,1300,1300
2,0,2,0.4,0.0,0.6,0.2,921.0,1300,1300
1,0,1,0.2,0.0,0.4,0.2,894.0,1300,1300
3,0,3,0.6,0.0,0.8,0.2,871.0,1300,1300
10,2,0,0.0,0.4,0.2,0.6,861.0,1300,1300
5,1,0,0.0,0.2,0.2,0.4,841.0,1300,1300
15,3,0,0.0,0.6,0.2,0.8,800.0,1300,1300
22,4,2,0.4,0.8,0.6,1.0,761.0,1300,1300
14,2,4,0.8,0.4,1.0,0.6,751.0,1300,1300
21,4,1,0.2,0.8,0.4,1.0,727.0,1300,1300
9,1,4,0.8,0.2,1.0,0.4,726.0,1300,1300
23,4,3,0.6,0.8,0.8,1.0,725.0,1300,1300
0,0,0,0.0,0.0,0.2,0.2,719.0,1300,1300
19,3,4,0.8,0.6,1.0,0.8,709.0,1300,1300
4,0,4,0.8,0.0,1.0,0.2,607.0,1300,1300
20,4,0,0.0,0.8,0.2,1.0,604.0,1300,1300
24,4,4,0.8,0.8,1.0,1.0,556.0,1300,1300
