patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count,total_images_processed,total_regions
12,2,2,0.4,0.4,0.6,0.6,895.0,1062,1062
7,1,2,0.4,0.2,0.6,0.4,889.0,1062,1062
13,2,3,0.6,0.4,0.8,0.6,880.0,1062,1062
11,2,1,0.2,0.4,0.4,0.6,876.0,1062,1062
6,1,1,0.2,0.2,0.4,0.4,874.0,1062,1062
17,3,2,0.4,0.6,0.6,0.8,873.0,1062,1062
8,1,3,0.6,0.2,0.8,0.4,872.0,1062,1062
18,3,3,0.6,0.6,0.8,0.8,861.0,1062,1062
16,3,1,0.2,0.6,0.4,0.8,856.0,1062,1062
10,2,0,0.0,0.4,0.2,0.6,764.0,1062,1062
2,0,2,0.4,0.0,0.6,0.2,763.0,1062,1062
5,1,0,0.0,0.2,0.2,0.4,761.0,1062,1062
14,2,4,0.8,0.4,1.0,0.6,760.0,1062,1062
22,4,2,0.4,0.8,0.6,1.0,759.0,1062,1062
9,1,4,0.8,0.2,1.0,0.4,756.0,1062,1062
3,0,3,0.6,0.0,0.8,0.2,756.0,1062,1062
23,4,3,0.6,0.8,0.8,1.0,753.0,1062,1062
21,4,1,0.2,0.8,0.4,1.0,748.0,1062,1062
1,0,1,0.2,0.0,0.4,0.2,747.0,1062,1062
15,3,0,0.0,0.6,0.2,0.8,744.0,1062,1062
19,3,4,0.8,0.6,1.0,0.8,738.0,1062,1062
4,0,4,0.8,0.0,1.0,0.2,673.0,1062,1062
20,4,0,0.0,0.8,0.2,1.0,669.0,1062,1062
0,0,0,0.0,0.0,0.2,0.2,667.0,1062,1062
24,4,4,0.8,0.8,1.0,1.0,662.0,1062,1062
